Job Title,Company,Location,Salary,Posting Date,Summary
GRC Risk Assessment Analyst,Ford Global Business Services,"Chennai, Tamil Nadu",Cultivate relationships with other stakeholders and Consult with subject matter experts on various skill teams and data element owners.,,30+ days ago
Identity Integration Analyst,WPP IT,"Chennai, Tamil Nadu",To use available data to identify and report upon opportunities to improve service through the implementation of new solutions and the revision of existing.,,30+ days ago
"Business Analyst I, RBS-Paid Selling Partner Services",ADCI MAA 15 SEZ,"Chennai, Tamil Nadu","3+ years of experience as an analyst or engineer in the data/BI/automation space.
Diving deep into large data sets to answer specific business questions using…",,30+ days ago
Business Analyst – Customs domain,NewAge Software and Solutions,"Chennai, Tamil Nadu","Skilled in creating schedules and tracking data.
Travel: Need basis (to meet Customers/prospects), short duration.
Current knowledge of industry trends.",,30+ days ago
"Apps Dev Programmer Analyst 2 - Java, Chennai, C10 (R2202371...",Citi,"Chennai, Tamil Nadu","Coordinate with business analysts & users for requirements.
Our technology operates in real-time environments, capturing and managing market, transaction, and…",,13 days ago
Sr TechOps Analyst,Citi,"Chennai, Tamil Nadu","Applies professional judgment when interpreting data and results.
Applies analytical thinking and knowledge of data analysis tools and methodologies.",,30+ days ago
"newApps Dev Sr Program Analyst- C12 Chennai, India(Contractor C...",Citi,"Chennai, Tamil Nadu","Implements advanced strategies for gathering, reviewing and analyzing data requirements.
Successfully compete for the most sought-after business analyst jobs.",,2 days ago
SIS – CBROC- Digital Monitoring Senior Analyst (C10),Citi,"Chennai, Tamil Nadu","Interprets data and makes recommendations.
Interprets data and make recommendations.
0-2 years experience using tools for statistical modeling of large data…",,30+ days ago
Lead Analyst - Product Cost Down,Danfoss,"Oragadam, Chennai, Tamil Nadu","Build Fact-Pack / Data package for the assigned project including BOM, Layout, fabrication drawing, Gerber data, Assembly drawing.",,30+ days ago
Product Analyst 2,PayPal,"Chennai, Tamil Nadu","Strong SQL skills and data story telling skills.
Hands on in python/Scala/pyspark and not a stranger to big data environment.",,9 days ago
Chemical Engineer Analyst,Buckman,"Chennai, Tamil Nadu","Hands-on work experience with open-source data analytics toolsets such as R, Python, MATLAB, etc.
Exposure to data analytics and visualization platforms such as…",,30+ days ago
newBusiness Intelligence Senior Specialist,NTT DATA,"Chennai, Tamil Nadu","Business Intelligence, Consulting, Database, SQL, Technology.",,Today
"newSenior Product Owner, Enterprise Data & BI/Analytics Platfor...",Tata Communications,"Chennai, Tamil Nadu","Job Family Descriptor Responsible for software development projects across multiple technologies (in-house or through vendors) for building new capabilities,…",,2 days ago
newSenior Product Support Analyst,Athenahealth,"Chennai, Tamil Nadu","Extracting, synthesizing, and analyzing data.
Diagnosing, analyzing and resolving issues related to electronic data interchange including but not limited to…",,6 days ago
Data Analytics Engineer,GLOINNT,"Chennai, Tamil Nadu","Exposure to Azure Services and big data processing solutions.
Polybase data Ingestion from Azure Blob Storage to Azure SQL DW.
Azure Data Lake Analytics (USQL).",,30+ days ago
Business Analyst/ Wholesale Credit BA /Chennai /AVP/ R210238...,Citi,"Chennai, Tamil Nadu","Experience in data analysis with intermediate/advanced Microsoft Office Suite skills.
Proven interpersonal, data analysis, diplomatic, management and…",,30+ days ago
Data Analyst,Honeywell,"Chennai, Tamil Nadu","You will work on a team including scrum masters, product owners, data architects, peer data engineers/analyst, data scientists and DevOps.",,30+ days ago
Apps Dev Tech Lead Analyst,Citi,"Chennai, Tamil Nadu","Expert analysis of Consumer banking data to identify data anomalies, data quality, recon breaks and data standard issues.",,30+ days ago
Sr Analyst - Apps Prog,Bank of America,"Chennai, Tamil Nadu","Cyber Security Engineer provides automation support for the Bank’s Firewall and DMZ environments.
As an experienced professional, drive strategic project…",,30+ days ago
Power BI Developer,Prowesstics IT Services,"Chennai, Tamil Nadu","Good understanding of the processes of data quality, data cleansing and data transformation.
Ability to turn large amounts of raw data into actionable…",,30+ days ago
newLead Consultant - Data Science (Brand Analytics),AstraZeneca,"Chennai, Tamil Nadu","Experience with IQVIA data sets.
Experience with data visualization methods and tools.
Proficiency in manipulating and extracting insights from large…",,5 days ago
Programmer Analyst -Oracle– GFT CBAT - Chennai- C11- Officer...,Citi,"Chennai, Tamil Nadu","Highest acumen in data analysis and understanding complex data structures.
Wide knowledge on SQL optimization, database administration, data migration and data…",,30+ days ago
Big Data Analyst,ECS,"Chennai, Tamil Nadu","Responsible for delivery of assigned module/ components /phases of a project.
Responsible for people Management, including goal setting and providing…",,30+ days ago
Data Analytics Specialist (Internal Audit),DTCC,"Chennai, Tamil Nadu","Develop routine data validation checks to increase accuracy and integrity of data and output produced.
Use data analysis methods and technologies to automate…",,26 days ago
newSnr Product Analyst. Financial Services,PayPal,"Chennai, Tamil Nadu",Analytics professional with a proven track record of extracting and manipulating data using SQL and leveraging advance Tableau and Microsoft Excel features for…,,2 days ago
Senior Business Analyst with Moody's,Luxoft,"Chennai, Tamil Nadu","To create data requirement specifications based on the data mapping exercise.
To Identify any data gaps in the data warehouses or TP systems.",,30+ days ago
Business Analysis/Data Science,Nathan Research,"Chennai, Tamil Nadu","Ensuring transaction data needs and solutions.
Supporting ensuring good data related practices.
Keeping track of the current state of data models, DB structures…",,30+ days ago
Senior Data Analyst,Elsevier,"Chennai, Tamil Nadu","In practice, this will mean embracing and solving complex data challenges, defining and maintaining fit-for-purpose data models, continuously improving our data…",,10 days ago
Senior Business Analyst - Sales Strategy & Operations,Freshworks,"Chennai, Tamil Nadu","Experience collaborating cross-functionally (e.g. Biz Apps, Sales, Marketing, Finance) to identify and solve common data issues, develop operational steps in…",,14 days ago
SIS – CBORC- Digital Monitoring Senior Analyst (C10),Citi,"Chennai, Tamil Nadu","Proficient in formulating analytical methodology, identifying inconsistencies, anomalies & patterns with data.
Proficient in SAS, SQL, Teradata.",,30+ days ago
Business Analyst,Succedere Solutions,"Ambattur, Chennai, Tamil Nadu","Discussing with Business on day-to-day basis and align with Development teActively involved in the client meetings.
Driving calls to Productive outcomes.",,30+ days ago
newSenior Analyst - Strategy & Business performance,AstraZeneca,"Chennai, Tamil Nadu","Manage complex data collation across activities and from multiple sources to enable regular scorecard production.
Strong skills on Microsoft Office.",,7 days ago
Lead Data Analytics Engineer,AstraZeneca,"Chennai, Tamil Nadu","It is our goal to create scalable solutions to support the development of valuable data products and address broad range of data use cases from Operations,…",,30+ days ago
newSenior Engineer - Business Analyst,AstraZeneca,"Chennai, Tamil Nadu","Provide excellent written and verbal communication skills at all levels, but particularly ability to present complex data and critical issues effectively to…",,5 days ago
DTR Portfolio Reporting Analyst,Citi,"Chennai, Tamil Nadu","Strong data mining, reporting, data visualization and communication skills are required, while project management tool and Power BI knowledge is a clear…",,30+ days ago
Sr Business Analyst,Menorah Personnel Management India Private,"Chennai, Tamil Nadu","Business Analyst,Petroleum Exploration,EPOS,Data Quality Redemediation.
Sound knowledge in exploration and production.",,30+ days ago
Enterprise Collaboration Services Analyst,Ford Global Business Services,"Chennai, Tamil Nadu","O Strong data analysis and problem-solving skills.
Microsoft 365 Delve and user profile sync information.
Core responsibilities include plan, implement, and…",,30+ days ago
Senior Business Analyst,Tiger Analytics,"Chennai, Tamil Nadu","Data handling proficiency: Knowledge of querying data using SQL on traditional RDBMS databases, and/or big data environments such as Hadoop/Hive/Spark.",,30+ days ago
Robotics Engineer (Analyst),ARi,"Chennai, Tamil Nadu","Role: Conduct experiments (simulation or otherwise), generate data, analyze data, tune parameters for performance, data visualization, report generation,…",,30+ days ago
Senior Consultant - IT Reporting Analyst,AstraZeneca,"Chennai, Tamil Nadu","This role will provide additional deep-dive or ad-hoc data analysis of data per BTG, Service or Process requirements.
Experience of using other BI tools.",,30+ days ago
"Analyst, Newsstand",ADCI - Tamil Nadu,"Chennai, Tamil Nadu","Good at problem solving, data analysis and troubleshooting issues related to content editing.
He/she will need to use software tools for quality audit, content…",,15 days ago
Business Analyst - Financial Accounting,InteleANTS,"Chennai, Tamil Nadu","Experience : 5 to 10 Years.
OJ Commerce uses a custom-built, home-grown ERP system.
This role will own and support the Financial Accounting processes.",,30+ days ago
BI Developer,Logitech,"Chennai, Tamil Nadu","Extract data from multiple sources, integrate disparate data into a common data model, and integrate data into a target database, application, or file using…",,30+ days ago
Principal Consultant – Analytics Business Intelligence,Temenos,"Chennai, Tamil Nadu","Temenos offers cloud-native, cloud-agnostic, API-first digital banking, core banking, payments, fund management, and wealth management software products,…",,30+ days ago
Internal Audit IT Senior Analyst,Logitech,"Chennai, Tamil Nadu","Reporting to the International Head of WW Internal Audit, this position is a highly visible and an impactful role across the company.",,30+ days ago
Analyst - Post Payment Audit,McKinsey & Company,"Chennai, Tamil Nadu",Contribute towards process improvement and automation (Basic knowledge of data analytics will be an added advantage).,,30+ days ago
Senior Research Analyst- Equity Research- Chennai,Crisil,"Chennai, Tamil Nadu","Create and maintain databases using data from different sources.
FR-Sell Side-Equity Research.
A Research Analyst / Senior Research Analyst is responsible for…",,30+ days ago
Bus Operations Analyst II,HP,"Chennai, Tamil Nadu","Strong analytical and data modeling skills.
Gathers demand data from country, region, and account managers to contribute to demand planning.",,30 days ago
Application Support Intermed Analyst,Citi,"Chennai, Tamil Nadu","Applies professional judgment when interpreting data and results.
Applies analytical thinking and knowledge of data analysis tools and methodologies.",,30+ days ago
"Business Intelligence Engineer, Kindle Content Protection",ADCI - Tamil Nadu,"Chennai, Tamil Nadu","Data Analysis: Understand business processes, logical data models and relational database implementations.
Write high quality SQL code to retrieve and analyze…",,27 days ago
Data/Information Mgt Analyst 2 - Assistant Manager,Citi,"Chennai, Tamil Nadu","Interprets data and makes recommendations.
This function covers incumbents responsible for various data activities, which include database administration, data…",,29 days ago
Cloud Business Analyst,CoreStack,"Chennai, Tamil Nadu","Extremely focussed on quality of data and its management.
Good understanding of data management in databases like MongoDB or SQL.",,30+ days ago
AVP - Business Analyst,Barclays,"Chennai, Tamil Nadu","Ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal…",,30+ days ago
BA - Data Analysis,Bloom Consulting Services,"Chennai, Tamil Nadu","Focused troubleshooter and a team player with excellent interpersonal skills.
Expert in Business Analysis, Data Analysis, Requirement Analysis, Business Process…",,30+ days ago
Salesforce Business Analyst,Ideal Tech Labs,"Chennai, Tamil Nadu","Good knowledge in business data analytics.
3-5 years of experience as a Salesforce Business Analyst in a similar environment.",,30+ days ago
Senior Analyst,TransUnion,"Chennai, Tamil Nadu","Utilize ETL tools to transform data and promote workflow automation.
Utilize data visualization tools to produce efficient and visually appealing dashboards.",,27 days ago
Analyst - ELearning/ LMS Specialist,AstraZeneca,"Chennai, Tamil Nadu","Diverse minds that work cross- functionally and broadly together.
Develop course interface and instructional graphics and animations that illustrate critical…",,8 days ago
Senior Social Media Analysts (Non IT Jobs),HR Inc Consultants,"Chennai, Tamil Nadu","Work closely with clients to implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.",,30+ days ago
Data Visualization,Sampoorna Computer People,"Chennai, Tamil Nadu","Ensure data presented in PowerPoint reports and other deliverables are accurate.
Address follow up questions from clients by analyzing data from a different…",,30+ days ago
Core Accounting - Business Analyst,Citi,"Chennai, Tamil Nadu","Experience in data analysis with intermediate/advanced Microsoft Office Suite skills.
Proven interpersonal, data analysis, diplomatic, management and…",,30+ days ago
Tableau Power BI Developer,ARi,"Chennai, Tamil Nadu","Connecting to data sources, importing data and transforming data for Business Intelligence.
Connecting to data sources, importing data and transforming data for…",,30+ days ago
Analyst-Supply chain planning,Accenture,"Chennai, Tamil Nadu","In Master Data Management, you will be working on architecting master data solutions across platforms to consolidate content, synchronize data, provide…",,15 days ago
Digital Tech – Quality Test Analyst Channels,Citi,"Chennai, Tamil Nadu","Applies professional judgment when interpreting data and results.
Applies analytical thinking and knowledge of data analysis tools and methodologies.",,14 days ago
Digital Tech – Quality Test Analyst Channels - CitiConnect,Citi,"Chennai, Tamil Nadu","Applies professional judgment when interpreting data and results.
Applies analytical thinking and knowledge of data analysis tools and methodologies.",,14 days ago
Lead Consultant - Ops IT Business Analyst,AstraZeneca,"Chennai, Tamil Nadu",Collate information from relevant sources for analysis and reporting relevant data trends for informed decision making for positive business impact.,,17 days ago
Cyber Security Risk Analyst-IND,Ingram Micro,"Chennai, Tamil Nadu","Ingram Micro is looking for some amazing risk analysts with project management experience.
This position is responsible for maintaining the Information Security…",,30+ days ago
"newData Scientist, Product Analytics",PayPal,"Chennai, Tamil Nadu","Experience influencing product strategy through analyses and data-centric presentations.
Translate ambiguous, unstructured business problems into actionable…",,7 days ago
Scientific Data Research Analyst,E-Merge tech,"Chennai, Tamil Nadu","To Extract Scientifically Important Information and Data from the Scientific Research Articles.
Understand the Process Standard Operating Procedure and…",,30+ days ago
QA Analyst,Citi,"Chennai, Tamil Nadu","Applies professional judgment when interpreting data and results.
Applies analytical thinking and knowledge of data analysis tools and methodologies.",,30+ days ago
Data Engineer & Analytics - Technical Lead,Chryselys,"Chennai, Tamil Nadu",Technical Lead – Data Engineer & Analytics will support building data pipelines onto Data Lake combining several data sets to enable the team to perform…,,30+ days ago
Data Visualization Architect,South Nests Software Solutions,"Chennai, Tamil Nadu","Write queries and manage data transformation to enable analytics and reporting.
Help analyse, visualize, and provide reporting solutions using data models.",,29 days ago
Business Analyst (Valuation Model Validation),Luxoft,"Chennai, Tamil Nadu","Preparing and ensuring quality of calculated market data, evaluating data sources, and verifying data reliability.",,22 days ago
newBusiness Intelligence Senior Analyst,NTT DATA,"Chennai, Tamil Nadu","Minimum 1 Year Experiance in Business Intelligence tool- IBM DAta stage.
Experiance in Azure Data Factory.
Business Intelligence, Database, SQL, Technology.",,7 days ago
GFT Data Services - Lead Business Analyst - Chennai- C13/VP...,Citi,"Chennai, Tamil Nadu","Advanced Excel skills for complex data analytics.
The Technology Lead Business Analyst is a senior-level position responsible for liaising between business…",,30+ days ago
OPS-IT – Senior Hybrid Business Analyst –Deliver Capability,AstraZeneca,"Chennai, Tamil Nadu","The Senior Hybrid BA will use their IT expertise, bio-pharma industry trends and in-depth understanding of AZ business processes to lead the domain specialist…",,30+ days ago
Senior Information Security Analyst,Assa Abloy,"Chennai, Tamil Nadu","Research, collect and analyze data to perform risk analysis and remediation.
Prepare security reports by collecting, analyzing, and summarizing data and trends.",,21 days ago
Agile Business Analyst,Citi,"Chennai, Tamil Nadu","Experience in data analysis with intermediate/advanced Microsoft Office Suite skills.
Proven interpersonal, data analysis, diplomatic, management and…",,22 days ago
Sr BI Developer - ETL,Assa Abloy,"Chennai, Tamil Nadu","Experience in managing and implementing data warehousing.
Experience in large scale data, millions of rows.
Knowledge of MDM (master data management) is a plus.",,8 days ago
"newBusiness Intelligence Analyst, Manager - Professional Servic...",Astreya,"Chennai, Tamil Nadu","Provides critical data for key decision making.
Ability to work with large data sets across multiple systems.
Provides data analysis and report-writing services…",,3 days ago
IT BUSINESS ANALYST - Oracle Advance Pricing/Channel Revenue...,Logitech,"Chennai, Tamil Nadu","Experienced reading and writing basic SQL queries to manipulate data in Oracle EBS.
The IT Business Analyst for Oracle Advanced Pricing is based in Logitech’s…",,30+ days ago
C10 -BI MicroStrategy/Tableau Developer - Chennai (R22006873...,Citi,"Chennai, Tamil Nadu","Demonstrated knowledge of data warehousing, dimensional data modeling, OLAP, report and dashboard development, data mining, visualization, and data integration…",,30+ days ago
Solvency Reporting - Analyst,Société Générale,"Chennai, Tamil Nadu","Produce and analyze static and stressed liquidity gaps for each of MARK’s business lines.
Produce and analyze Basel III ratios (LCR) for business lines.",,30+ days ago
Data and Information Sr Analyst – C10,Citi,"Chennai, Tamil Nadu","Exposure to Big data, Python.
Audit Support: Tracking implementation plans and providing data evidence, artifacts for audit completion.",,30+ days ago
Senior Business Analyst (SuccessFactors),IDP Education Ltd,"Chennai, Tamil Nadu","Event Driven Architecture ensures data is available across our entire platform.
Able to perform whitebox and Blackbox testing when dealing with sensitive data.",,9 days ago
Digital SW Engr Analyst,Citi,"Chennai, Tamil Nadu","Applies professional judgment when interpreting data and results.
Applies analytical thinking and knowledge of data analysis tools and methodologies.",,13 days ago
Senior Analyst,Standard Chartered,"Chennai, Tamil Nadu","Analysis skills: able to analyze data, working knowledge of Internet and MS Office Suite & independently assimilate, analyse and evaluate information from…",,30+ days ago
Digital Engineering Senior Analyst,NTT DATA,"Chennai, Tamil Nadu","Support compliance with data stewardship standards and data security procedures.
This position is responsible for working with the team to design, code, and…",,26 days ago
Sr Analyst - SAP Business Systems,SGK,"Chennai, Tamil Nadu","Configures and implements solutions that are integrated with business processes/data; creates systems models, specifications, diagrams, and charts to provide…",,9 days ago
Data Visualization,Golden Opportunities,"Chennai, Tamil Nadu",Job Description: Plan and execute the consulting engagement in collaboration with other members of the team Plan work allocation and take ownership of report…,,30+ days ago
Research Analyst,Golden Opportunities,"Chennai, Tamil Nadu","Analyses financial data, build financial models & interface with IT function in integration & automation of models with financial databases Conduct research on…",,30+ days ago
Data Visualization,Bloom Consulting Services,"Chennai, Tamil Nadu","Proficiency of relational and dimensional data modeling and core reporting.
Looking for a person who is good at visually communicating the Story !!",,30+ days ago
Remediation Intermediate Analyst - C11,Citi,"Chennai, Tamil Nadu","Interpret data and results based on the analysis of information and application of professional judgement.
The Ops Sup Intermed Analyst is an intermediate level…",,29 days ago
Senior Statistical Portfolio Analyst,Mr. Cooper,"Chennai, Tamil Nadu","When you click 'Apply', you will need to click on 'Create Account'.
By creating an account, you will be able to view your applications and their statuses.",,30+ days ago
Business Analyst - Lending,Anith HR Solution,"Chennai, Tamil Nadu",Proven experience in eliciting requirements and testing Experience in analyzing data to draw business-relevant conclusions and experience in any of the UX…,,30+ days ago
Credit Analyst- Risk Initiation & Approvals,Standard Chartered,"Chennai, Tamil Nadu","Primary Location: Asia-India-Chennai.
Posting Date: 04/Apr/2022, 11:10:46 PM.
We are a leading international bank focused on helping people and companies…",,30+ days ago
Engineering Senior Manager (VP) - Data Analytics,Citi,"Chennai, Tamil Nadu","Experience in designing scalable enterprise solutions with high volume, high frequency data.
The Engineering Senior Manager is a senior management level…",,30+ days ago
IT Analyst (Cloud Database Administration),Ford Global Business Services,"Chennai, Tamil Nadu",A DBA with 3+ years of experience in administering/managing Postgresql/Mongo DB/ Redis databases across various platforms preferably Open Shift environment.,,30+ days ago
Data and Information analytics Sr Analyst – C10,Citi,"Chennai, Tamil Nadu","Audit Support: Tracking implementation plans and providing data evidence, artifacts for audit completion.
R&R AIM Team works as the data Analytic partner for…",,30+ days ago
Apps Support Analyst,Citi,"Chennai, Tamil Nadu","Applies professional judgment when interpreting data and results.
Applies analytical thinking and knowledge of data analysis tools and methodologies.",,30+ days ago
"Research Analyst, ICQA",ASSPL - Tamil Nadu,"Tiruvallur, Chennai, Tamil Nadu","(Understanding logic of data pull and writing basic queries to pull multiple data for analysis purpose.
The Data analysts play a crucial role in creating unique…",,30+ days ago
Data Science Lead (Analytics & BI),FRATITUDE Talent Advisors,"Chennai, Tamil Nadu",Qualification & Experience: Graduate/PG with 6+ years’ experience of working in analytical/ML/AI projects only.,,30+ days ago
Information Security Risk Analyst,Oportun Inc,"Remote in Chennai, Tamil Nadu","Working knowledge of financial industry security space, which touches secure coding, sensitive data, industry regulations, standards, compliance requirements.",,30+ days ago
Liquidity Reporting - Analyst,Société Générale,"Chennai, Tamil Nadu","Produce and analyze static and stressed liquidity gaps for each of MARK’s business lines.
Produce and analyze Basel III ratios (LCR) for business lines.",,30+ days ago
Research & Content Analysts,GameChangers,"Chennai, Tamil Nadu",You can generate your own amazing ideas as well as illustrate subjects provided to you in a style that the customer enjoys.,,30+ days ago
MSBI cum Power BI Professional,RapidQube,"Chennai, Tamil Nadu","Connecting to data sources, importing data, and transforming data for Business Intelligence.
Expertise in using advanced level calculations on the data set.",,30+ days ago
newBusiness Systems Analyst L2,Shell Infotech,"Chennai, Tamil Nadu",") Prepare test scenario, test data, capture test result to ensure the quality of the program; perform integration, system and user acceptance testing.",,Today
Business Analyst (Non IT Jobs),HR Inc Consultants,"Chennai, Tamil Nadu",Must have – Demonstrated experience as a product support analyst or product implementation analyst or product quality assurance analyst.,,30+ days ago
Business Sys. Analysis Senior Analyst,NTT DATA,"Chennai, Tamil Nadu","Reviewing and analyzing system specifications.
Reporting and documenting technical issues.
Collaborate with QA Engineers to develop effective strategies and…",,30+ days ago
Senior HR Reporting & Analytics Associate (Power BI),DTCC,"Chennai, Tamil Nadu",Collaborate closely with up and downstream partners to ensure data accuracy and timely entry of the underlying system data.,,30+ days ago
BI Architect (Chennai/Bangalore/Hyderabad/Remote),Tiger Analytics,"Remote in Chennai, Tamil Nadu","Champion data quality, integrity and reliability throughout the department by designing and promoting best BI practices.",,30+ days ago
VP - Business Intelligence,CredAvenue,"Chennai, Tamil Nadu","Partnering with CredAvenue business and technology leaders to develop data-driven business strategy.
10+ years of overall experience with a minimum of 6+ years…",,26 days ago
Sr. Analyst - Sales Compensation,PayPal,"Chennai, Tamil Nadu","Expert knowledge of Microsoft Excel and prior experience with data analysis, including the ability to develop and create dynamic tools for modeling and…",,30+ days ago
Research Analyst- Equity Research- Chennai (1-3 years),Crisil,"Chennai, Tamil Nadu","Create and maintain databases using data from different sources.
FR-Sell Side-Equity Research.
A Research Analyst / Senior Research Analyst is responsible for…",,30+ days ago
Business Analyst : Gurugram and Chennai,TalentAll Recruitment Services,"Chennai, Tamil Nadu","Expert-level data sourcing and data mapping and data analysis skills.
Assist in the development of data models mappings and integration specifications.",,30+ days ago
Job Profile Cash and Trade Proc Analyst 1 - C09,Citi,"Chennai, Tamil Nadu","Evaluate and recommend solutions to problems through data analysis, technical experience and precedent.
The Cash and Trade Proc Analyst 1 is an intermediate…",,30+ days ago
IT Business Intmd Analyst,Citi,"Chennai, Tamil Nadu","Experience in data analysis with intermediate/advanced Microsoft Office Suite skills.
Proven analytical, data analysis, organization and presentation skills.",,30+ days ago
Data/Information Analytics Sr Analyst(C10)-CBORC,Citi,"Chennai, Tamil Nadu","3 - 5 years of hands on experience in delivering data quality solutions.
Proficient in formulating analytical methodology, identifying inconsistencies,…",,30+ days ago
Security Assurance Analyst Vulnerability,TalentAll Recruitment Services,"Chennai, Tamil Nadu","Degrees/certifications with coursework(major/minor) related to vulnerability management, with strong focus on data analysis.",,30+ days ago
Senior SEO Analyst,RD Bytes,"Chennai, Tamil Nadu","Execute tests, collect and analyze data and results, identify trends and insights in order to achieve maximum ROI in paid search campaigns.",,30+ days ago
Senior Business Analyst,IDP Education Ltd,"Chennai, Tamil Nadu","Has an understanding of data migration, data modelling, data mapping, ERD and data dictionary.
The Senior Business Analyst’s role will focus on supporting the…",,30+ days ago
"AVP, Data Analytics",Standard Chartered,"Chennai, Tamil Nadu","Responsible for analysis and documentation of user requirements/scope of Projects.
Understand synergies across multiple initiatives and implement proposed…",,30+ days ago
Business Analyst - Chennai,TalentAll Recruitment Services,"Chennai, Tamil Nadu","5 to 8 years of functional experience in Liquidity risk, regulatory reporting change Management, data analyst or business data analysis roles.",,30+ days ago
Genesis - Business Analyst - Chennai-Officer(C11) - R2189656,Citi,"Chennai, Tamil Nadu","Experience in data analysis with intermediate/advanced Microsoft Office Suite skills.
Proven analytical, data analysis, organization and presentation skills.",,30+ days ago
senior research analyst,Randstad,"Chennai, Tamil Nadu","Should ensure 100% data accuracy in each deliverable.
Should ensure 100% data accuracy in each deliverable.
Contribution to technology news alerts, syndicated…",,30+ days ago
"Business Research Analyst – II, Amazon Product Improvement",ADCI - BLR 14 SEZ,"Chennai, Tamil Nadu","Performs root cause analysis by understand the data need, get data / pull the data and analyze it to form the hypothesis and validate it using data.",,30+ days ago
ISG IT Business Sr Analyst - Chennai - AVP/C12-R22018859,Citi,"Chennai, Tamil Nadu","Experience in data analysis with intermediate/advanced Microsoft Office Suite skills.
Proven interpersonal, data analysis, diplomatic, management and…",,30+ days ago
Business Intelligence Analyst (Reporting) 0322-CH-58,Elsevier,"Chennai, Tamil Nadu","Perform advanced data hygiene checks and implement precautionary measures to ensure data quality.
Perform advanced data transformation, blending, data…",,30+ days ago
Data Engineer - Big Data Analytics,RS Consultants,"Chennai, Tamil Nadu","Understands big data open source eco-systems and its players.
At least 2 years of experience software development for big data analytics, and cloud.",,30+ days ago
Business Intelligence – Developer,kaleidofin,"Chennai, Tamil Nadu","Strong data visualization design skills, data modeling and inference skills.
Become an expert on data and trends, both internal and external to Kaleidofin.",,30+ days ago
Controls Monitoring Analyst 2,PayPal,"Chennai, Tamil Nadu",Job Description Summary: The Data Analyst 2 role will be part of the First Line of Defense Model Risk Controls function and will be responsible for managing the…,,17 days ago
Lead – Capacity Planning Analyst/Reliability Engineer,Fidelity Investments,"Chennai, Tamil Nadu","Collaborate with team members on improving data insights into production health and providing best customer experience.
AWS certification is a plus.",,30+ days ago
Product Analyst,T2 Innovations,"Chennai, Tamil Nadu",". Experience in creating dashboards using Tableau, Mixpanel or other data visualization tools.
. Using/implementing data tracking for user behaviour (Adobe,…",,30+ days ago
Senior Analyst- Risk & Compliance,WPP IT,"Chennai, Tamil Nadu","Be responsible more managing a team of risk and compliance analysts to support business functions in EMEA, AMER & APAC regions.",,30+ days ago
Sr. Information Security Analyst - IAM Operations,BNY Mellon,"Chennai, Tamil Nadu","Reviews and analyzes data and information for business systems security.
Supports the effectiveness of security-related operations.",,23 days ago
Senior Consultant - Reporting Analyst,AstraZeneca,"Chennai, Tamil Nadu","Work with data integration team to define and load data sources from multiple data warehouse systems.
Ingesting data from a variety of Infrastructure data…",,30+ days ago
Senior Business Analyst,iNoryaSoft,"Chennai, Tamil Nadu","We provide Application development, Modernization, and Support services for web, mobile, cloud, data warehouse and analytical applications.",,22 days ago
IT Ops Analyst (Cloud Database Administration),Ford Global Business Services,"Chennai, Tamil Nadu",A DBA with 5+ years of experience in administering/managing Postgresql/Mongo DB/ Redis databases across various platforms preferably Open Shift environment.,,30+ days ago
Data Analyst/ Data Scientist,FinnACER Technologies LLP,"Remote in Chennai, Tamil Nadu","*ETL development based on various data sources (data bases, files)*.
*Good understanding of data warehouse concepts*.
Part-time hours: 45 per week.",,erActive 8 days ago
newData Analyst,Data Infinite,"Chennai, Tamil Nadu","All required training for the job will be provided.
Job Types: Full-time, Regular / Permanent.
Our Office follows all safety protocols for Covid-19.",,7 days ago
Data Modeling Analyst (Junior),FENG GROUP,"Chennai, Tamil Nadu","Basic analytical, data profiling and problem-solving skills;
Your role involves assisting seniors in developing the data models and performing primary research…",,10 days ago
Data Migration Analyst,Sirahu Technologies Pvt Ltd,"Chennai, Tamil Nadu","Experience in taking source data migration requirements and writing data routines to load.
Including quality data analysis and profiling.",,8 days ago
Data Analyst,Mitsogo Inc,"Chennai, Tamil Nadu",Identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data…,,erActive 3 days ago
newSenior Data Analyst,Imarque Solutions Pvt. Ltd,"Teynampet, Chennai, Tamil Nadu","Providing strategic insights on the business problems, helping resolve the same with data and analysis.
A firm believer in stats and can weave stories around…",,erActive 2 days ago
Data Analyst,Conquest Tech Solutions Inc,"Chennai, Tamil Nadu","Hands on with SQL, PL/SQL statements for the effective retrieval and storage of data from the database.
Should have delivered at least 1 project in ADLS & ADF.",,erActive 7 days ago
MIS Analyst,Mehta hospital,"Chetput, Chennai, Tamil Nadu","\* Proficient in Data Management and analysis(Charts representation).
\* Priority List /Tasks/ Calls on Daily Basis.
Job Types: Full-time, Permanent.",,erActive 1 day ago
Data Analyst,Smart Moves,"Chennai, Tamil Nadu","4.Other Financial related activities.
Total work: 1 year (Preferred).",,erActive 23 days ago
Data Analyst,DEEVITA Technologies,"Chennai, Tamil Nadu","Collects and analyses data to help improve organizations supply chain operations.
Experience working with large datasets Identify analyse and interpret trends…",,erActive 2 days ago
